TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,NewCol,Target
-1.1119223584377067,Debit,San Diego,ATM,1.426636018199671,Doctor,-0.541567604370515,0.0,0.00291798597649643,tinggi,1
0.5469264129375501,Debit,Houston,ATM,1.3138893985824933,Doctor,0.3085015223045684,0.0,2.2165305377634645,tinggi,0
-0.5979838463617607,Debit,Mesa,Online,-1.4484027820383598,Student,-0.8957630738184662,0.0,-1.0185126379462432,rendah,1
-0.331349614740185,Debit,Raleigh,Online,-1.053789613378238,Student,-1.334965455933926,0.0,0.887894514553269,rendah,1
-0.7543640674158855,Debit,Oklahoma City,ATM,-1.5047760918469486,Student,0.7477039044200281,0.0,-1.1057264175404542,rendah,1
-1.1440320640495818,Credit,Seattle,ATM,-0.4336832054837608,Doctor,0.2801658847487323,0.0,2.103324404741595,sedang,1
-0.3912633022442258,Credit,Indianapolis,Branch,1.2575160887739045,Retired,2.433674338992277,0.0,-0.5899856953773223,tinggi,0
-0.6898698227632177,Credit,Detroit,Branch,0.35554313183648295,Engineer,-0.4707285104809246,0.0,1.0225744839339677,sedang,0
2.5610890023318005,Debit,Nashville,ATM,0.5810363710708383,Doctor,0.010977327968289194,0.0,-1.0442336243431387,sedang,1
-1.0950201025592734,Credit,Albuquerque,Online,0.41191644164507174,Engineer,-0.8532596174847121,0.0,0.6396858437933797,sedang,0
-0.306064939279764,Debit,Memphis,Online,-1.3356561624211822,Student,0.761871723197946,0.0,-0.9144561819804606,rendah,1
1.0887147124771477,Credit,Mesa,Branch,-1.1665362329954156,Student,-0.1165330410329733,0.0,-0.8911058170032451,rendah,1
2.4044339478487577,Debit,Memphis,ATM,-1.053789613378238,Student,0.05348078430204335,0.0,-1.2572797840886598,rendah,1
-0.41155517041264317,Debit,Louisville,Online,-1.5047760918469486,Student,0.20932679085914196,0.0,-1.2290576128893587,rendah,0
0.9555579161665618,Debit,Denver,ATM,-0.49005651529234967,Engineer,0.13848769696955168,0.0,-0.4186404560477494,sedang,0
1.3694112545450081,Credit,Austin,Branch,-1.4484027820383598,Student,0.5493544415291753,0.0,-1.0162316188480411,rendah,0
1.0814316266108308,Debit,Columbus,Online,-0.32093658586658314,Engineer,1.6261086686509474,0.0,0.0023445311190360895,sedang,0
-1.090897601125509,Credit,Albuquerque,Branch,0.8065296103051937,Retired,-0.18737213492256358,0.0,0.7289937576438524,tinggi,0
-0.8490441836780049,Credit,Columbus,Online,-1.5047760918469486,Student,0.7052004480862739,0.0,0.375760925846216,rendah,0
-0.904743758605309,Debit,Los Angeles,Branch,1.48300932800826,Retired,-1.1507838118209912,0.0,0.16642430220989196,tinggi,0
-0.7835880220241257,Debit,Las Vegas,Branch,-0.377309895675172,Doctor,-0.37155377903549824,0.0,1.0356436225381433,sedang,0
-0.5098081212506917,Debit,Raleigh,Online,-1.3356561624211822,Student,-0.3290503227017441,0.0,-0.8115031146020238,rendah,1
-1.1421540356186448,Credit,Houston,Online,1.1447694691567267,Retired,2.221157057323506,0.0,-0.3753420542431615,tinggi,0
-0.9917743444292213,Debit,Milwaukee,Branch,-0.4336832054837608,Engineer,-0.3432181414796621,0.0,-0.6180747431275698,sedang,1
-0.5926704000693536,Debit,Las Vegas,Online,-0.039070036823638944,Doctor,1.1018993738679794,0.0,-0.8521825685531207,sedang,0
-0.9191725136234837,Debit,Detroit,Branch,-0.9974163035696493,Student,2.3203317887689323,0.0,-0.959800076781079,rendah,0
-1.0467868357842314,Credit,Miami,Online,0.8065296103051937,Doctor,-1.4058045498235163,0.0,0.8278379185659321,tinggi,1
-0.9056598700350342,Debit,Baltimore,ATM,-0.8846696839524716,Doctor,1.9519685005430627,0.0,1.2090753159249938,rendah,0
2.844396461974378,Debit,Los Angeles,Online,-1.2792828526125934,Student,0.43601189130583085,0.0,-1.203695035778376,rendah,0
-0.0072293909033407265,Credit,San Francisco,Branch,0.017303272984949897,Doctor,-0.9807699864859746,0.0,2.487119308362277,sedang,1
-0.6049920987991602,Debit,Seattle,Branch,0.24279651221930526,Engineer,-1.0516090803755649,0.0,0.1699648739414443,sedang,1
-0.8185834786396357,Debit,Milwaukee,Branch,-1.053789613378238,Student,0.3651727974162406,0.0,-1.0752795487021665,rendah,1
0.3609099871318088,Debit,Oklahoma City,Online,0.5810363710708383,Retired,1.3710879306484225,0.0,-1.0448710808587978,sedang,1
0.3281131979476398,Debit,San Antonio,ATM,1.0320228495395491,Retired,-0.0031904908096288594,0.0,-0.19895604431385872,tinggi,1
-1.0206318544655713,Debit,Philadelphia,Online,-0.377309895675172,Doctor,-1.4199723686014343,0.0,2.3331594794658,sedang,1
-0.070624301840338,Credit,Charlotte,Online,0.693782990688016,Doctor,-0.045693947143383026,0.0,2.1136440321095544,tinggi,0
-0.9230659871998168,Debit,Tucson,ATM,-1.4484027820383598,Student,-0.03152612836546497,0.0,-1.2439418385200496,rendah,1
0.21744693723681213,Debit,Louisville,Branch,-0.9974163035696493,Student,-1.2216229057105816,0.0,-1.0834717609516007,rendah,0
-0.42300656328421055,Debit,Baltimore,Branch,-1.053789613378238,Student,-0.6265745170380232,0.0,-0.9194585515852713,rendah,0
1.1607210708535638,Debit,Oklahoma City,Online,-1.4484027820383598,Student,-0.2015399537004816,0.0,-1.1057212974077986,rendah,1
1.6950888678123859,Debit,Denver,Online,-1.053789613378238,Student,0.2659980659708142,0.0,-1.2378693611901563,rendah,0
0.771831768935134,Credit,Kansas City,Online,1.370262708391082,Retired,0.02514514674620725,0.0,-0.3054855243524391,tinggi,0
-0.7851454114546588,Debit,Virginia Beach,Branch,1.2575160887739045,Doctor,0.3651727974162406,0.0,2.5099115788799993,tinggi,1
-0.4000579719695895,Debit,San Diego,Branch,-0.9410429937610604,Student,0.3226693410824864,0.0,-1.0706023075210052,rendah,1
-0.697198714201021,Debit,Omaha,ATM,0.9756495397309601,Retired,-0.41405723536925243,0.0,-0.15950030206752114,tinggi,1
0.275345179595457,Debit,Mesa,Branch,-1.1101629231868269,Student,-0.5132319668146789,0.0,-0.9668812202441839,rendah,1
-0.8991554788839841,Credit,Columbus,Branch,0.693782990688016,Retired,-0.9524343489301385,0.0,-0.4008761557981169,tinggi,0
0.16362539074044527,Credit,Dallas,Branch,1.3138893985824933,Retired,-0.824923979928876,0.0,-0.118388196907001,tinggi,0
0.5940145404254352,Debit,Indianapolis,Branch,0.18642320241071644,Engineer,-1.2924619996001718,0.0,0.13563182441733088,sedang,0
-0.6631193690152364,Debit,Kansas City,Branch,-1.2229095428040044,Student,-0.9666021677080565,0.0,-1.0676787117744881,rendah,0
0.4250835927840726,Debit,Las Vegas,Online,0.18642320241071644,Engineer,1.512766118427603,0.0,0.39701715656716985,sedang,0
1.5782846605223981,Credit,Philadelphia,Branch,0.6374096808794272,Engineer,-0.21570777247839967,0.0,0.8595366598385871,tinggi,1
-1.1500325939142833,Debit,Charlotte,Online,0.2991698220278941,Doctor,0.06764860307996141,0.0,2.2752098180663647,sedang,0
-0.254258837928793,Credit,Nashville,Branch,-0.1518166564408166,Engineer,0.9460533673108807,0.0,-0.6440466160246042,sedang,1
0.19046745563139936,Debit,Indianapolis,Branch,0.6374096808794272,Retired,1.498598299649685,0.0,-0.5340456860453261,tinggi,0
1.2102826992017073,Debit,Albuquerque,Branch,-1.1101629231868269,Student,0.12431987819163362,0.0,-0.8062652188950418,rendah,0
-0.6392546662708898,Credit,Austin,Online,0.8629029201137824,Engineer,-1.4624758249351884,0.0,-0.36738024796324265,tinggi,0
-0.564729001462729,Debit,Atlanta,ATM,-0.039070036823638944,Engineer,1.4277592057600947,0.0,-0.3211684906774497,sedang,0
-0.5204808194069924,Debit,Dallas,Online,-0.5464298251009385,Engineer,0.22349460963706,0.0,0.3261545206095637,sedang,0
-1.0630020080903708,Debit,Boston,ATM,0.9756495397309601,Retired,-0.9099308925963843,0.0,0.1958957857772316,tinggi,0
-0.10497848045504025,Credit,Jacksonville,Online,-1.053789613378238,Student,2.277828332435178,0.0,0.3678324004285604,rendah,0
-0.7572040128480343,Debit,Milwaukee,Branch,-0.039070036823638944,Doctor,-0.7115814297055315,0.0,2.4513244609649054,sedang,1
-0.6254671892535225,Debit,Miami,Branch,-1.4484027820383598,Student,-0.5982388794821871,0.0,-0.9570608058101744,rendah,1
